Vardas                   Pavarde                  ND 1      ND 2      ND 3      ND 4      ND 5      ND 6      ND 7      ND 8      ND 9      ND 10     Egz.      
Vardas3508               Pavarde3508              3         1         6         8         8         6         3         3         6         7         3         
Vardas3509               Pavarde3509              6         2         1         3         6         10        10        6         9         10        9         
Vardas3510               Pavarde3510              4         4         1         7         6         5         4         8         8         7         7         
Vardas3511               Pavarde3511              8         8         4         3         4         3         6         7         2         9         3         
Vardas3512               Pavarde3512              10        5         6         6         1         7         9         3         5         6         6         
Vardas3513               Pavarde3513              8         5         5         1         3         6         2         10        9         1         6         
Vardas3514               Pavarde3514              6         5         1         6         2         8         3         5         5         2         7         
Vardas3515               Pavarde3515              6         8         7         2         7         10        7         5         3         8         9         
Vardas3516               Pavarde3516              5         6         8         8         9         6         10        8         10        4         3         
Vardas3517               Pavarde3517              5         6         8         9         1         5         3         1         10        6         8         
Vardas3518               Pavarde3518              9         8         4         8         2         7         6         4         2         6         8         
Vardas3519               Pavarde3519              8         10        8         4         6         1         6         3         1         10        1         
Vardas3520               Pavarde3520              6         2         1         5         9         1         6         1         5         3         6         
Vardas3521               Pavarde3521              5         1         3         2         7         3         8         1         10        8         10        
Vardas3522               Pavarde3522              7         6         9         4         9         3         10        5         1         10        8         
Vardas3523               Pavarde3523              9         3         10        3         4         1         1         10        1         6         5         
Vardas3524               Pavarde3524              5         4         3         1         9         9         1         8         5         2         3         
Vardas3525               Pavarde3525              7         10        9         4         1         7         8         1         10        1         2         
Vardas3526               Pavarde3526              6         6         7         3         1         1         3         10        10        8         6         
Vardas3527               Pavarde3527              9         8         3         6         5         3         2         1         2         5         10        
Vardas3528               Pavarde3528              3         1         3         10        10        4         6         1         7         9         7         
Vardas3529               Pavarde3529              9         1         9         5         10        4         2         3         8         6         5         
Vardas3530               Pavarde3530              7         2         1         9         1         8         7         9         3         4         10        
Vardas3531               Pavarde3531              2         10        10        1         6         2         4         9         4         3         1         
Vardas3532               Pavarde3532              10        3         8         9         9         9         10        1         10        10        3         
Vardas3533               Pavarde3533              7         4         3         5         5         5         3         2         5         3         9         
Vardas3534               Pavarde3534              2         1         5         1         6         3         1         9         10        8         3         
Vardas3535               Pavarde3535              10        5         4         10        6         6         6         4         9         2         3         
Vardas3536               Pavarde3536              9         10        8         2         10        5         4         5         5         8         2         
Vardas3537               Pavarde3537              9         8         5         7         4         7         7         3         5         4         10        
Vardas3538               Pavarde3538              9         10        6         2         2         5         5         4         9         2         2         
Vardas3539               Pavarde3539              1         7         5         8         7         3         1         8         8         3         3         
Vardas3540               Pavarde3540              10        2         9         9         7         10        7         5         2         1         7         
Vardas3541               Pavarde3541              6         1         3         5         2         4         1         4         10        5         1         
Vardas3542               Pavarde3542              4         9         10        5         3         8         9         1         8         4         7         
Vardas3543               Pavarde3543              8         4         1         9         2         5         9         1         1         7         10        
Vardas3544               Pavarde3544              8         5         5         4         7         7         10        2         8         2         3         
Vardas3545               Pavarde3545              5         4         4         8         6         7         9         6         5         5         10        
Vardas3546               Pavarde3546              3         4         5         4         8         3         9         7         10        3         4         
Vardas3547               Pavarde3547              7         3         10        10        2         10        9         7         6         3         9         
Vardas3548               Pavarde3548              2         6         5         8         10        5         2         2         2         4         4         
Vardas3549               Pavarde3549              9         4         1         9         5         10        3         9         1         5         5         
Vardas3550               Pavarde3550              8         6         3         8         1         10        7         9         8         6         5         
Vardas3551               Pavarde3551              10        9         9         10        1         9         5         6         8         10        3         
Vardas3552               Pavarde3552              2         9         7         6         4         1         3         3         3         7         9         
Vardas3553               Pavarde3553              7         6         10        4         5         4         6         7         5         8         8         
Vardas3554               Pavarde3554              1         9         7         10        3         7         3         5         1         7         2         
Vardas3555               Pavarde3555              10        1         3         3         7         9         6         6         10        5         10        
Vardas3556               Pavarde3556              2         2         7         6         8         10        7         10        7         6         3         
Vardas3557               Pavarde3557              9         9         6         5         1         7         8         1         9         5         9         
Vardas3558               Pavarde3558              2         9         6         7         6         8         8         6         2         9         10        
Vardas3559               Pavarde3559              10        7         1         7         6         9         4         9         1         8         10        
Vardas3560               Pavarde3560              5         1         6         8         2         1         6         5         3         2         6         
Vardas3561               Pavarde3561              6         5         6         7         3         10        9         5         4         2         7         
Vardas3562               Pavarde3562              10        6         5         10        8         6         6         3         5         2         9         
Vardas3563               Pavarde3563              10        5         4         5         4         4         7         4         5         10        6         
Vardas3564               Pavarde3564              7         9         2         8         10        4         2         6         7         1         2         
Vardas3565               Pavarde3565              5         2         5         1         8         4         10        3         5         4         9         
Vardas3566               Pavarde3566              7         7         10        2         4         7         2         10        9         5         9         
Vardas3567               Pavarde3567              3         4         10        4         5         6         2         9         7         6         1         
Vardas3568               Pavarde3568              6         9         5         10        7         8         3         8         4         2         5         
Vardas3569               Pavarde3569              1         9         9         3         7         3         6         8         1         7         2         
Vardas3570               Pavarde3570              6         2         2         5         9         7         2         3         7         1         2         
Vardas3571               Pavarde3571              8         2         9         9         8         7         1         10        10        10        6         
Vardas3572               Pavarde3572              8         1         5         6         4         8         2         4         3         4         1         
Vardas3573               Pavarde3573              7         10        2         4         6         2         3         6         6         7         7         
Vardas3574               Pavarde3574              5         10        6         7         6         6         4         3         10        2         5         
Vardas3575               Pavarde3575              8         5         7         7         4         2         10        4         6         2         1         
Vardas3576               Pavarde3576              2         8         4         7         7         8         8         4         3         4         9         
Vardas3577               Pavarde3577              6         4         9         6         1         1         5         8         4         9         7         
Vardas3578               Pavarde3578              5         9         2         8         3         3         7         6         8         4         10        
Vardas3579               Pavarde3579              2         8         8         8         10        9         8         7         7         1         5         
Vardas3580               Pavarde3580              1         10        8         3         7         1         8         3         7         2         3         
Vardas3581               Pavarde3581              10        7         2         3         5         4         2         2         1         2         8         
Vardas3582               Pavarde3582              7         8         3         2         3         1         7         10        6         9         7         
Vardas3583               Pavarde3583              3         6         4         1         6         10        6         3         1         5         2         
Vardas3584               Pavarde3584              4         7         1         5         10        7         9         3         10        3         7         
Vardas3585               Pavarde3585              2         5         6         6         7         1         4         3         4         5         4         
Vardas3586               Pavarde3586              9         9         3         10        1         7         10        4         3         10        5         
Vardas3587               Pavarde3587              7         10        2         3         5         1         5         5         3         7         8         
Vardas3588               Pavarde3588              9         6         5         6         1         4         7         1         7         9         10        
Vardas3589               Pavarde3589              5         4         7         6         1         2         3         8         3         4         6         
Vardas3590               Pavarde3590              7         1         3         1         1         1         5         8         3         9         9         
Vardas3591               Pavarde3591              7         10        9         7         10        2         4         7         5         5         10        
Vardas3592               Pavarde3592              4         7         7         6         5         1         2         10        7         3         7         
Vardas3593               Pavarde3593              4         8         5         9         9         2         9         4         2         5         9         
Vardas3594               Pavarde3594              7         3         6         10        9         1         1         6         2         9         9         
Vardas3595               Pavarde3595              4         10        9         9         5         5         8         10        7         9         3         
Vardas3596               Pavarde3596              4         5         7         5         4         10        10        1         1         2         8         
Vardas3597               Pavarde3597              2         10        4         4         1         9         4         2         9         7         6         
Vardas3598               Pavarde3598              10        7         10        10        3         7         4         10        8         5         9         
Vardas3599               Pavarde3599              4         4         7         1         3         1         1         1         3         8         1         
Vardas3600               Pavarde3600              8         1         9         8         8         8         9         4         2         3         3         
Vardas3601               Pavarde3601              2         10        8         5         3         5         6         7         1         3         6         
Vardas3602               Pavarde3602              7         9         5         2         3         3         6         4         1         7         9         
Vardas3603               Pavarde3603              8         9         7         9         3         10        9         4         2         6         3         
Vardas3604               Pavarde3604              4         1         2         1         8         10        9         2         1         5         6         
Vardas3605               Pavarde3605              7         6         10        1         5         9         3         10        1         1         7         
Vardas3606               Pavarde3606              3         7         4         1         6         3         3         2         5         2         4         
Vardas3607               Pavarde3607              10        3         2         6         8         10        10        9         10        6         5         
Vardas3608               Pavarde3608              9         2         9         4         4         3         5         7         8         10        8         
Vardas3609               Pavarde3609              6         10        4         4         10        2         2         10        4         5         1         
Vardas3610               Pavarde3610              7         10        5         2         9         7         10        3         9         7         8         
Vardas3611               Pavarde3611              10        3         5         8         3         7         1         10        3         3         3         
Vardas3612               Pavarde3612              1         8         5         5         5         2         9         10        6         6         10        
Vardas3613               Pavarde3613              8         7         4         9         1         5         2         8         6         1         10        
Vardas3614               Pavarde3614              4         10        9         5         5         2         5         9         10        1         5         
Vardas3615               Pavarde3615              5         2         1         6         9         10        10        5         8         8         5         
Vardas3616               Pavarde3616              7         1         5         4         4         2         9         9         6         7         10        
Vardas3617               Pavarde3617              9         7         9         8         3         8         2         3         3         6         8         
Vardas3618               Pavarde3618              4         4         1         7         6         7         2         1         10        9         7         
Vardas3619               Pavarde3619              6         10        4         5         2         9         3         3         5         8         1         
Vardas3620               Pavarde3620              4         7         3         9         6         8         10        5         10        2         10        
Vardas3621               Pavarde3621              10        10        4         6         8         10        2         6         10        4         3         
Vardas3622               Pavarde3622              1         9         10        6         7         2         2         8         5         9         10        
Vardas3623               Pavarde3623              3         7         8         1         10        6         1         7         1         4         4         
Vardas3624               Pavarde3624              1         9         3         3         10        3         3         9         6         10        5         
Vardas3625               Pavarde3625              1         3         2         8         8         1         5         8         10        2         5         
Vardas3626               Pavarde3626              5         9         2         4         2         10        9         1         7         7         8         
Vardas3627               Pavarde3627              4         7         7         10        10        2         9         2         3         8         6         
Vardas3628               Pavarde3628              7         8         7         4         8         10        8         2         2         1         3         
Vardas3629               Pavarde3629              5         9         7         7         1         3         6         2         3         1         3         
Vardas3630               Pavarde3630              7         1         5         6         6         1         4         1         5         7         6         
Vardas3631               Pavarde3631              2         8         3         5         1         1         7         1         10        2         4         
Vardas3632               Pavarde3632              2         4         2         2         3         3         2         9         7         4         2         
Vardas3633               Pavarde3633              7         3         9         4         10        2         10        9         9         10        10        
Vardas3634               Pavarde3634              4         5         7         1         10        3         8         7         9         4         3         
Vardas3635               Pavarde3635              10        7         4         8         5         2         8         10        8         7         3         
Vardas3636               Pavarde3636              4         5         10        2         4         10        5         1         5         4         5         
Vardas3637               Pavarde3637              3         2         10        6         10        1         5         1         8         1         5         
Vardas3638               Pavarde3638              6         10        1         2         5         3         10        10        9         4         10        
Vardas3639               Pavarde3639              9         7         1         1         6         4         1         5         1         8         6         
Vardas3640               Pavarde3640              4         6         8         4         4         8         5         7         2         5         10        
Vardas3641               Pavarde3641              8         9         8         10        6         3         10        4         7         3         8         
Vardas3642               Pavarde3642              7         8         3         1         7         5         8         10        7         6         5         
Vardas3643               Pavarde3643              2         8         9         9         8         6         3         9         2         9         9         
Vardas3644               Pavarde3644              5         9         3         9         5         4         7         1         7         8         5         
Vardas3645               Pavarde3645              2         7         9         7         8         2         10        5         8         7         1         
Vardas3646               Pavarde3646              6         5         4         2         5         1         2         1         6         6         5         
Vardas3647               Pavarde3647              4         9         8         10        2         8         7         8         7         9         7         
Vardas3648               Pavarde3648              6         6         9         1         5         1         9         7         8         9         6         
Vardas3649               Pavarde3649              4         2         5         9         10        6         7         8         3         6         9         
Vardas3650               Pavarde3650              4         5         2         7         5         1         4         5         2         2         8         
Vardas3651               Pavarde3651              5         6         3         3         2         9         7         2         2         8         7         
Vardas3652               Pavarde3652              4         2         9         10        5         3         4         9         1         4         3         
Vardas3653               Pavarde3653              2         8         7         5         1         6         4         3         4         9         2         
Vardas3654               Pavarde3654              4         2         9         7         8         7         2         3         9         9         8         
Vardas3655               Pavarde3655              7         7         6         9         5         9         5         4         2         2         2         
Vardas3656               Pavarde3656              9         10        10        8         2         7         10        7         1         3         10        
Vardas3657               Pavarde3657              3         3         2         2         4         4         10        1         7         7         6         
Vardas3658               Pavarde3658              10        3         10        10        2         5         2         6         9         6         3         
Vardas3659               Pavarde3659              3         10        5         5         9         8         8         4         10        7         9         
Vardas3660               Pavarde3660              4         2         8         8         4         3         1         9         5         5         1         
Vardas3661               Pavarde3661              9         4         2         6         5         9         4         10        3         9         1         
Vardas3662               Pavarde3662              3         8         8         10        5         10        4         2         4         8         1         
Vardas3663               Pavarde3663              5         8         9         1         8         9         7         4         10        7         1         
Vardas3664               Pavarde3664              8         9         7         6         7         2         2         3         1         10        10        
Vardas3665               Pavarde3665              6         7         10        8         1         1         6         10        3         3         5         
Vardas3666               Pavarde3666              5         2         4         10        3         10        10        1         7         6         6         
Vardas3667               Pavarde3667              4         6         9         4         1         9         2         1         2         3         10        
Vardas3668               Pavarde3668              2         7         1         8         8         6         2         6         9         2         10        
Vardas3669               Pavarde3669              2         6         4         8         5         4         10        5         10        4         7         
Vardas3670               Pavarde3670              8         3         4         3         3         1         3         6         1         6         6         
Vardas3671               Pavarde3671              2         5         4         5         10        1         5         5         9         6         2         
Vardas3672               Pavarde3672              10        6         9         3         2         7         8         8         5         4         4         
Vardas3673               Pavarde3673              1         8         4         2         1         6         6         8         3         10        2         
Vardas3674               Pavarde3674              7         3         6         6         9         9         4         9         2         3         8         
Vardas3675               Pavarde3675              4         2         7         5         10        2         4         9         1         3         7         
Vardas3676               Pavarde3676              4         8         3         5         4         6         7         8         10        1         4         
Vardas3677               Pavarde3677              9         9         9         1         2         10        4         6         9         10        10        
Vardas3678               Pavarde3678              9         3         7         5         8         7         5         7         6         1         3         
Vardas3679               Pavarde3679              10        9         5         8         8         5         5         5         7         1         7         
Vardas3680               Pavarde3680              10        9         2         6         10        8         9         10        3         5         5         
Vardas3681               Pavarde3681              3         1         4         2         4         4         9         10        4         10        7         
Vardas3682               Pavarde3682              9         9         3         3         1         2         1         2         6         8         9         
Vardas3683               Pavarde3683              4         9         9         6         3         3         7         3         3         10        8         
Vardas3684               Pavarde3684              3         9         5         5         6         7         5         3         9         5         4         
Vardas3685               Pavarde3685              9         5         2         6         6         4         7         8         7         6         1         
Vardas3686               Pavarde3686              7         4         5         4         9         3         5         4         7         3         9         
Vardas3687               Pavarde3687              7         6         9         6         9         8         2         6         8         4         3         
Vardas3688               Pavarde3688              3         9         1         8         2         4         3         2         4         9         3         
Vardas3689               Pavarde3689              4         3         4         1         4         10        1         1         6         7         9         
Vardas3690               Pavarde3690              6         8         10        3         1         4         7         8         9         1         2         
Vardas3691               Pavarde3691              6         6         3         5         3         4         8         3         8         2         3         
Vardas3692               Pavarde3692              9         10        2         3         1         8         5         8         1         1         6         
Vardas3693               Pavarde3693              7         5         6         4         6         4         6         4         1         7         9         
Vardas3694               Pavarde3694              10        9         4         7         1         2         4         8         1         1         1         
Vardas3695               Pavarde3695              3         7         9         5         6         6         1         10        7         2         7         
Vardas3696               Pavarde3696              9         3         6         10        8         4         9         1         1         3         9         
Vardas3697               Pavarde3697              7         1         2         3         8         8         6         3         4         6         10        
Vardas3698               Pavarde3698              8         8         8         10        1         6         6         2         1         4         1         
Vardas3699               Pavarde3699              8         6         8         9         6         1         7         10        1         9         6         
Vardas3700               Pavarde3700              9         3         1         3         9         4         8         1         10        8         6         
Vardas3701               Pavarde3701              6         1         5         5         8         6         6         1         5         6         7         
Vardas3702               Pavarde3702              9         9         3         3         1         9         9         3         7         4         4         
Vardas3703               Pavarde3703              9         3         9         1         4         9         4         4         10        1         8         
Vardas3704               Pavarde3704              2         3         8         9         6         7         8         3         3         6         2         
Vardas3705               Pavarde3705              8         5         2         4         9         10        3         8         10        5         3         
Vardas3706               Pavarde3706              6         1         10        4         7         9         10        3         4         6         2         
Vardas3707               Pavarde3707              10        5         6         3         7         3         2         9         6         3         2         
Vardas3708               Pavarde3708              1         3         1         7         9         5         5         4         8         7         4         
Vardas3709               Pavarde3709              7         8         3         3         3         10        1         5         4         9         8         
Vardas3710               Pavarde3710              9         6         9         9         3         1         10        1         2         10        2         
Vardas3711               Pavarde3711              10        3         2         2         6         1         1         7         5         8         10        
Vardas3712               Pavarde3712              8         6         4         1         8         6         7         2         2         5         5         
Vardas3713               Pavarde3713              8         2         2         7         5         5         9         7         4         7         10        
Vardas3714               Pavarde3714              9         9         9         10        10        8         1         3         8         3         8         
Vardas3715               Pavarde3715              3         7         1         10        7         3         5         4         7         10        8         
Vardas3716               Pavarde3716              9         10        10        2         10        5         3         10        8         5         9         
Vardas3717               Pavarde3717              2         6         3         7         3         5         3         9         2         6         6         
Vardas3718               Pavarde3718              1         5         7         10        2         4         7         6         9         8         8         
Vardas3719               Pavarde3719              3         2         5         1         9         1         5         6         1         8         1         
Vardas3720               Pavarde3720              9         10        9         10        3         5         4         6         8         7         2         
Vardas3721               Pavarde3721              8         3         5         7         9         4         1         7         1         10        7         
Vardas3722               Pavarde3722              9         2         6         2         2         2         9         6         9         6         8         
Vardas3723               Pavarde3723              9         9         2         2         7         6         8         8         9         3         8         
Vardas3724               Pavarde3724              1         5         6         8         5         5         9         8         9         1         7         
Vardas3725               Pavarde3725              4         1         10        5         2         4         7         1         4         10        1         
Vardas3726               Pavarde3726              10        3         10        10        2         5         6         4         1         3         5         
Vardas3727               Pavarde3727              6         4         9         4         10        4         1         8         5         5         8         
Vardas3728               Pavarde3728              10        3         10        5         7         9         5         9         7         2         7         
Vardas3729               Pavarde3729              7         5         7         7         9         10        6         7         5         8         7         
Vardas3730               Pavarde3730              1         10        4         8         8         9         1         3         10        6         5         
Vardas3731               Pavarde3731              6         1         5         10        2         10        1         10        10        5         2         
Vardas3732               Pavarde3732              3         6         6         8         10        8         4         3         2         4         3         
Vardas3733               Pavarde3733              9         3         8         8         3         8         6         7         1         10        3         
Vardas3734               Pavarde3734              1         10        9         8         3         7         8         8         3         1         2         
Vardas3735               Pavarde3735              1         9         9         10        3         5         4         9         1         5         2         
Vardas3736               Pavarde3736              5         8         7         5         7         3         1         3         7         5         10        
Vardas3737               Pavarde3737              8         4         7         6         6         9         2         2         9         8         3         
Vardas3738               Pavarde3738              1         3         1         7         7         10        5         3         2         5         4         
Vardas3739               Pavarde3739              6         2         10        4         4         10        9         9         8         9         5         
Vardas3740               Pavarde3740              3         2         10        4         9         9         6         2         9         6         1         
Vardas3741               Pavarde3741              6         9         2         1         3         1         4         7         4         6         9         
Vardas3742               Pavarde3742              10        9         8         1         8         6         8         8         3         4         6         
Vardas3743               Pavarde3743              7         1         6         1         9         8         8         9         10        2         3         
Vardas3744               Pavarde3744              3         3         6         3         7         10        1         1         6         7         10        
Vardas3745               Pavarde3745              10        7         9         8         6         10        8         5         6         8         10        
Vardas3746               Pavarde3746              7         8         8         2         1         5         1         8         9         5         8         
Vardas3747               Pavarde3747              6         10        7         6         2         8         8         4         6         9         10        
Vardas3748               Pavarde3748              6         2         4         2         9         2         10        8         9         10        9         
Vardas3749               Pavarde3749              7         10        1         4         4         1         2         5         2         6         7         
Vardas3750               Pavarde3750              8         9         5         2         4         3         1         9         1         5         3         
Vardas3751               Pavarde3751              8         1         1         7         9         3         8         9         5         10        4         
Vardas3752               Pavarde3752              4         4         6         7         4         8         3         3         7         10        9         
Vardas3753               Pavarde3753              3         10        2         6         9         9         2         9         6         7         3         
Vardas3754               Pavarde3754              2         1         2         1         1         1         2         2         4         9         2         
Vardas3755               Pavarde3755              1         6         2         5         9         5         5         8         2         2         10        
Vardas3756               Pavarde3756              9         9         8         3         9         8         6         2         4         2         4         
Vardas3757               Pavarde3757              5         6         8         8         5         10        4         5         9         2         1         
Vardas3758               Pavarde3758              5         6         8         9         10        6         7         6         6         9         8         
Vardas3759               Pavarde3759              10        7         6         9         5         7         3         10        2         6         6         
Vardas3760               Pavarde3760              2         1         7         5         9         6         2         3         10        6         5         
Vardas3761               Pavarde3761              1         9         9         7         5         5         4         2         4         3         3         
Vardas3762               Pavarde3762              2         8         3         3         1         4         4         1         3         6         2         
Vardas3763               Pavarde3763              2         1         6         5         10        7         10        10        4         5         2         
Vardas3764               Pavarde3764              7         1         9         5         8         10        3         2         5         2         8         
Vardas3765               Pavarde3765              5         4         3         1         7         2         5         4         10        4         7         
Vardas3766               Pavarde3766              9         6         6         2         1         2         10        10        9         8         4         
Vardas3767               Pavarde3767              1         7         4         7         10        9         1         5         7         10        2         
Vardas3768               Pavarde3768              4         7         4         7         7         4         9         4         6         10        6         
Vardas3769               Pavarde3769              4         3         10        8         9         5         7         3         9         7         2         
Vardas3770               Pavarde3770              4         8         10        3         9         6         3         6         4         4         10        
Vardas3771               Pavarde3771              5         10        1         9         1         3         7         6         2         7         4         
Vardas3772               Pavarde3772              8         6         10        8         7         7         8         6         2         4         1         
Vardas3773               Pavarde3773              10        1         7         4         10        6         5         9         7         2         8         
Vardas3774               Pavarde3774              6         8         7         10        1         2         6         10        3         5         2         
Vardas3775               Pavarde3775              6         5         4         5         4         7         8         6         7         5         9         
Vardas3776               Pavarde3776              4         10        1         1         10        4         2         6         7         1         8         
Vardas3777               Pavarde3777              8         1         3         4         5         6         10        4         4         2         8         
Vardas3778               Pavarde3778              1         7         4         6         9         2         1         4         1         4         8         
Vardas3779               Pavarde3779              9         9         10        7         3         8         4         7         4         3         7         
Vardas3780               Pavarde3780              1         6         3         1         2         4         3         3         2         6         1         
Vardas3781               Pavarde3781              2         6         9         9         8         7         3         1         9         1         3         
Vardas3782               Pavarde3782              3         2         7         8         3         5         6         1         7         7         5         
Vardas3783               Pavarde3783              3         7         2         9         10        6         9         4         10        8         2         
Vardas3784               Pavarde3784              9         9         1         2         4         10        6         10        10        4         8         
Vardas3785               Pavarde3785              9         8         1         5         2         4         2         1         4         5         7         
Vardas3786               Pavarde3786              5         5         1         5         10        9         1         5         1         5         7         
Vardas3787               Pavarde3787              10        8         3         3         4         1         9         2         8         9         6         
